Ref,Val,Package,PosX,PosY,Rot,Side
"J1","Vminus","JST_PH_B2B-PH-SM4-TB_1x02-1MP_P2.00mm_Vertical",141.000000,-102.000000,180.000000,top
"J2","Vplus","JST_PH_B2B-PH-SM4-TB_1x02-1MP_P2.00mm_Vertical",141.000000,-121.000000,0.000000,top
"J4","STEMMA JST-PH connector","JST_PH_B4B-PH-SM4-TB_1x04-1MP_P2.00mm_Vertical",151.400000,-110.600000,270.000000,top
